Business Name,Category,About the Business,Website,Phone number,Address,Pictures,Category Title,City,ZipCode
National Youth Sports,fitness,"NYS Nevada is a youth sports league that offers T-Ball, Baseball, Soccer, NFL Flag Football, Tackle Football, Girl's Volleyball, Basketball, Cheerleading, and more for ages 3-17.  They have leagues based on ages throughout Henderson, Summerlin, South &amp; North Las Vegas.  NYS Nevada is a family-friendly league that offers competitive and non-competitive options perfect for beginners to All-Stars.",nysnevada.com,(702) 454-7863,"624 N Rainbow Blvd Las Vegas, NV 89107 ","https://s3-media1.fl.yelpcdn.com/bphoto/0nFnDDRJEGyMN_6JIueUbA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/z_zSBS35vsGX8gtoseQcyw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/QP0cBAjPEWFrA9CQZVC5lQ/o.jpg,","Sports Clubs,",Las Vegas,89107
Jam On It Sportsplex,fitness,,sportsplexlv.com,(702) 712-8465,"2100 Olympic Ave Henderson, NV 89014 ","https://s3-media2.fl.yelpcdn.com/bphoto/Tu8In1q47SCOnzrcqQUT3Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/sMqRFmAV4aEypfE2q9mWsg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/mwlpbrqsY7HsY_uy_6PeBw/o.jpg,","Gyms,",Henderson,89014
Heartfelt Healing,fitness,,heartfelthealingreikishare.com,(925) 895-4948,"Henderson, NV 89074 ","https://s3-media2.fl.yelpcdn.com/bphoto/eKu5P2ryzGgd8ZtfWTiTrg/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Koa2IPR2ExUeEDmyq_kU3w/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/opmIA4036fA_f_3eNGzWfA/o.jpg,","Reiki,Meditation Centers,Psychic Mediums,",Henderson,89074
Impact Taekwondo,fitness,"Our mission at Impact Taekwondo is to help build strong minds and bodies of all ages. Goal: To make a positive Imact in the World, one Blackbelt at a time.
We are committed to providing the highest quality instruction. We strive to develop the full potential in all of our students, enabling them to build Confidence and work hard towards their goals. Our Instructors emphasize on fitness, education, and self-discipline in a fun, safe, and family-oriented atmosphere. 
Se Habla Español.",impacttkdnv.com,(800) 454-9134,"276 E Lake Mead Pkwy Ste A Henderson, NV 89015 ","https://s3-media2.fl.yelpcdn.com/bphoto/Row3YcMBk1U1Ir2gqMUjRQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/5ebmFp2lpGIs4KKxUUqDTg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/cbuRrGwOgqygO-Lan5dBDA/o.jpg,","Taekwondo,Self-defense Classes,",Henderson,89015
ERI_FIT,fitness,,,,"900 N Lamb Blvd Ste 120 Las Vegas, NV 89110 ",,"Dance Studios,",Las Vegas,89110
Zemskov Dance Academy,fitness,Zemskov Dance Academy offers a wide variety of classes for children and adults.From ballet to jazz and tap to contemporary to fitness and toning.,zemskovdanceacademy.com,(702) 624-8637,"7835 S Rainbow Blvd Ste 6 Las Vegas, NV 89139 ","https://s3-media1.fl.yelpcdn.com/bphoto/rc53kbDitZ4jUfh6BYrrCQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/oKNvrNifSixKqRo09qIEEQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/tVxWfr2n5tcsqZy-XxkYTg/o.jpg,","Dance Schools,Dance Studios,",Las Vegas,89139
Fit Body Boot Camp,fitness,,fitbodybootcamp.com/swhenderso…,(702) 637-1625,"1450 W Horizon Ridge Pkwy Ste B308-B309 Henderson, NV 89012 ","https://s3-media4.fl.yelpcdn.com/bphoto/iQ1H4C-3BBzy2-p8G_XMow/o.jpg,","Trainers,Boot Camps,",Henderson,89012
Gracie Barra Henderson,fitness,"Gracie Barra - Brazilian Jiu-Jitsu &amp; Self Defense. Jiu Jitsu for Everyone is now offered in the Henderson, Las Vegas area. We specialize in Kids, Women and Adult Beginners to Advance training. 
Come try an Intro Class absolutely FREE.",gblasvegas.com,(702) 701-6505,"55 S Gibson Rd Ste 117 Henderson, NV 89012 ","https://s3-media3.fl.yelpcdn.com/bphoto/CGMCx0qsKrWcJ3v1OGBdkA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/LG91DbtjzQynH2-Gv-WYFg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/0l0hwcKuaLmrDJ0MjG6saQ/o.jpg,","Brazilian Jiu-jitsu,Self-defense Classes,",Henderson,89012
Water Wings Swim School,fitness,,waterwingsswimschool.com,(702) 227-7946,"4245 S Grand Canyon Dr Ste 104 Las Vegas, NV 89147 ","https://s3-media3.fl.yelpcdn.com/bphoto/7JX4tbZxL-H_O0XtE79x8A/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/-zOgxi8PMYhXa7W9e36-8g/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/acdu678-cy8CVVhrRsXKkg/o.jpg,","Swimming Lessons/Schools,Kids Activities,Recreation Centers,",Las Vegas,89147
Nurture Spa & Salon,fitness,"Escape and unwind at Nurture Spa and Salon. Choose from an array of soothing massages, signature facials and body treatments as well as professional hair, nail and makeup services. Soak up all of the benefits our spa has to offer, including the eucalyptus steam bath, dry sauna and whirlpools.",luxor.com,(702) 262-4000,"3900 Las Vegas Blvd S Las Vegas, NV 89119 ","https://s3-media2.fl.yelpcdn.com/bphoto/uOOz9-ltUw8Og0091ciG5g/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/MP2KA6D2ZV6uKeNmycC1_g/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/OWQiTiUKkuGbFVnTOHUEug/o.jpg,","Day Spas,Gyms,Hair Salons,",Las Vegas,89119
SafeSplash Swim School - Las Vegas Silverado Ranch,fitness,"At SafeSplash, we believe swimming is a life skill®.  Therefore, we approach each one of our swim lessons with great skill, care, passion and individual attention.  When learning at SafeSplash, every student gets the benefit of a curriculum that has been tested and proven over 4.5 million times in our schools throughout the country. In addition, each student gets the benefit of learning a curriculum that has been designed with the help of Olympic Champion and professional swimmer, Missy Franklin.  Missy is a key member of our team and works with us to constantly develop and refine our curriculum to be the best in the industry. 

The SafeSplash teaching philosophy is based on four core components:

  - Progressive curriculum focused on water safety, swimming basics and the four core swimming strokes

  - SafeSplash Certified® instructors

  - The SafeSplash Match® - our commitment to match our teaching style to the needs of the student

  - Splash-N-Tell®",safesplash.com/locations/las-v…,(702) 444-3359,"9875 S Maryland Pkwy Las Vegas, NV 89123 ","https://s3-media2.fl.yelpcdn.com/bphoto/Q1cmYTpM9E_4S7i10bFeOQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/xtKVnvlIxGiGsRGZ8bOm_A/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/vtmEJUMu3iwd0zSotXFRzw/o.jpg,","Swimming Lessons/Schools,",Las Vegas,89123
Results Martial Arts,fitness,"Results Martial Arts specializes in teaching Tae kwon do, Kickboxing, and Brazilian Jiu Jitsu for all ages and skill levels.Results Martial Arts looks at each student as an individual. They are never compared to anyone else, and our dedicated instructors will be there every step of the way to help students achieve their goals. Our facility is clean and non- threatening environment that has been serving the community for over 15 years.",martialartslv.net,(702) 837-8400,"9890 S Maryland Pkwy Ste 2 Las Vegas, NV 89183 ","https://s3-media4.fl.yelpcdn.com/bphoto/tcil2Z7BAlpsvvBP3UtyTg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/3KNAzBKhdzTNDqpbv_z3kA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Kmifz6yWeD_49ViOzPlB6w/o.jpg,","Martial Arts,",Las Vegas,89183
Urology Specialists of Nevada,fitness,"While men and women can share many kinds of urological problems - kidney stones and urinary tract infections, for example - some disorders and procedures are unique to males, including prostate conditions, vasectomy, male urinary incontinence, erectile dysfunction (ED), male infertility, low testosterone, premature ejaculation and Peyronie's Disease.

We specialize in the treatment of women's urological health concerns. Our physicians can diagnose and treat you in a comforting, dignified manner, while using the latest techniques and technology, for issues including female incontinence, vaginal prolapse and urinary tract infection (UTI).",usonv.com,(702) 877-0814,"2010 Wellness Way Ste 200 Las Vegas, NV 89106 ","https://s3-media2.fl.yelpcdn.com/bphoto/Ybf9_cvnlGSnZzaMRKHVOQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/pXUQi8Hxcde9ig3wQ2GOfA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/ZrMZDJPEQ5hueUQ7-8_ujA/o.jpg,","Urologists,Meditation Centers,",Las Vegas,89106
United Studios of Self Defense,fitness,"United Studios of Self Defense is the largest martial arts school in North America. Since 1968, our students have studied our unique system of Kempo-style martial arts from the finest instructors in the US. Whether you're a beginner or experienced martial artist, we have a personalized program to fit your needs. Men, women, and children of all ages and professions participate in our private and group training programs. You're not just another student -- you will realize your full potential because you are special to us. Contact us today to get started!",ussdnevada.com,(702) 617-8899,"10720 S Eastern Ave Ste 130 Henderson, NV 89052 ","https://s3-media2.fl.yelpcdn.com/bphoto/4hwQNx7449vJjQRhOBj3Sw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/R7dOFWisvo0clLq9ZVjFlw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/8DbozUpj1en7E7m9bXpJVw/o.jpg,","Self-defense Classes,",Henderson,89052
Arthur Murray Dance Studio - Las Vegas West,fitness,"Arthur Murray Dance Studio offers the finest quality ballroom dancing instruction in an atmosphere filled with fun. Our instructors are specially trained and certified to teach you today's most popular Ballroom, Latin, and Swing dances, making you a comfortable social dancer or a competitive hobby dancer. Over 40 million people have enhanced their social life by learning to dance quickly and easily the Arthur Murray way! For almost a century, the Arthur Murray method of private, group, and practice sessions has helped people from all walks of life to become confident on the dance floor. Singles and couples are welcome, and each lesson is taught step-by-step at your own pace. Contact us today, dance tonight!",arthurmurray.com,(702) 930-6334,"4440 S Durango Dr Ste A Las Vegas, NV 89147 ","https://s3-media4.fl.yelpcdn.com/bphoto/bp7rRv0Og5qe7TN8TiKjmg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/O-4p2kdaLCTui1mC-9B0eA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/2hAfOrko5hldX535m667yw/o.jpg,","Dance Studios,Dance Schools,",Las Vegas,89147
Nevada Family Care & Wellness Center,fitness,"Nevada Family Care &amp; Wellness Center embraces a medical approach that treats patients from every angle, holistically and individually, for overall health and wellness. At its core, the Henderson, Nevada practice, which is headed up by Abraham Fakhouri, MD, is a family medicine practice that caters to the very young and the very old, and everyone in between. 
Nevada Family Care &amp; Wellness Center transitions the traditional disease-centered focus of medical practice to a more patient-centered approach, addressing problems as close to their root cause as possible, not merely treating symptoms and managing diseases. From high blood pressure to diabetes, Dr. Fakhouri&nbsp;and his team provide expert oversight of complex chronic conditions, finding solutions that take into consideration the patient's health and goals.
To do this, providers spend time with&nbsp;their patients, listening to their stories and looking at the interactions among genetic, physiological, environmental, and lifestyle factors that can influence long-term health. By integrating the latest research and best medical practices in Western medicine, alongside holistic treatments for wellness, each patient at Nevada Family Care &amp; Wellness Center receives expert care that promotes wellness and vitality. 
Ultimately, the care at Nevada Family Care &amp; Wellness Center centers on building authentic relationships with patients that are grounded in deep listening, respect, honesty, options, and education...",nfcwc.com,(702) 933-1485,"861 Coronado Center Dr Ste 220 Henderson, NV 89052 ","https://s3-media1.fl.yelpcdn.com/bphoto/2dbqDIMZxxugrwDuBf1YQQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/7MiKvNwAVlJeh4xjVHrl4w/o.jpg,","Family Practice,Weight Loss Centers,",Henderson,89052
Superior Health Solutions,fitness,"Superior Health Solutions is an integrated, state of the art, functional medicine clinic designed to be a one-stop place of care for the ideal patient experience. By combining multiple types of medical personnel, we evaluate each patient individually and personally. Onsite diagnostic testing and blood work are available so that patients can receive the most convenient and accurate evaluation possible. Once you can get a clear understanding of what the problem is, our medical team can put together the most comprehensive care plan possible in order to achieve the fastest and most permanent results. Life Changing Results.",shslasvegas.com,(702) 643-9900,"2410 W Horizon Ridge Pkwy Ste 120 Henderson, NV 89052 ","https://s3-media2.fl.yelpcdn.com/bphoto/BGQE0ZqdItAaETlwtFmo1g/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/b3x7oNjyLsxsMA_9FJQ9NA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/QMZIhriuB5DNr-JbcjY3Ww/o.jpg,","Chiropractors,Nutritionists,Naturopathic/Holistic,",Henderson,89052
Allen Wellness & Medical Center,fitness,"The road to helping the health and wellness needs of others began early for Evan Allen, MD. Dr. Allen was diagnosed with hepatic steatosis, a buildup of fat in the liver, which prompted him to begin studying the effects of various foods on the body.&nbsp;
At Dr. Allen Wellness &amp; Medical Center in Henderson, Nevada, and serving the Greater Las Vegas area, Dr. Allen specializes in digestive wellness, offering a variety of services to improve the health of his patients. He is a board-certified family physician and an active member of the American College of Lifestyle Medicine and the American Board of Obesity Medicine.
Dr. Allen is an internationally recognized, award-winning family practice physician. His dedication and passion for using nutrition to optimize health inspire him to continue his education in digestive wellness. Through his expertise, Dr. Allen creates customized treatment plans to address obesity, heart disease, and other chronic conditions. He is also extensively trained in body contouring and offers in-office Sculpsure® treatments to further enhance weight loss results.
Earning his medical degree from Loma Linda University School of Medicine in Loma Linda, California, Dr. Allen finished his residency in family medicine at the prestigious Air Force residency program at Travis Air Force Base, where he received the Goff-Hougas award. Building on his many years of experience, Dr. Allen continues to seek out the latest scientific information to benefit his patients...",doctorallenwellness.com,(702) 754-4900,"1701 N Green Valley Pkwy Ste 5B Henderson, NV 89074 ","https://s3-media3.fl.yelpcdn.com/bphoto/hOMv2Oj8HJ7DimNFPQIRaQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/iRalYwVji74hlqtKz-mPLg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/-Xn7AWbybZzTidfdTXOerA/o.jpg,","Concierge Medicine,Nutritionists,",Henderson,89074
RoboGolfPro Las Vegas,fitness,"RoboGolfPro Las Vegas uses a revolutionary robotic swing trainer that allows you to ""feel""  the proper movement of the body and arms in your swing. RoboGolfPro doesn't force you into someone else's swing. RoboGolfPro teaches you YOUR BEST swing.

RoboGolfPro is the only machine in existence that physically takes the club and corrects the golf swing specifically for your ability and physique. This develops a muscle memory which enables you to replicate that swing when you are out on the course.

Our certified instructors carefully evaluate your swing and then enter that information into our computers. The robot then guides your arms and body to formulate a golf swing and motion that is the best fit for you. This can save you up to hundreds of hours in the time it normally takes to go through the learning curve of better understanding your swing. You will be striking the ball much better in no time!
Submitted by:LocalInternetAds.com",robogolfprolasvegas.com,(702) 715-9651,"9731 S Eastern Ave Ste A-8 Las Vegas, NV 89183 ","https://s3-media2.fl.yelpcdn.com/bphoto/rJfeIhFRNWQXdw2z65F3XA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/JO4Yr1_C1l3_ymnxTkX5vA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/4X2CueAGzcVyGWex71wq6g/o.jpg,","Golf Lessons,Golf,Golf Equipment,",Las Vegas,89183
RoboGolfPro Las Vegas,fitness,"RoboGolfPro Las Vegas uses a revolutionary robotic swing trainer that allows you to ""feel""  the proper movement of the body and arms in your swing. RoboGolfPro doesn't force you into someone else's swing. RoboGolfPro teaches you YOUR BEST swing.

RoboGolfPro is the only machine in existence that physically takes the club and corrects the golf swing specifically for your ability and physique. This develops a muscle memory which enables you to replicate that swing when you are out on the course.

Our certified instructors carefully evaluate your swing and then enter that information into our computers. The robot then guides your arms and body to formulate a golf swing and motion that is the best fit for you. This can save you up to hundreds of hours in the time it normally takes to go through the learning curve of better understanding your swing. You will be striking the ball much better in no time!
Submitted by:LocalInternetAds.com",robogolfprolasvegas.com,(702) 715-9651,"9731 S Eastern Ave Ste A-8 Las Vegas, NV 89183 ","https://s3-media2.fl.yelpcdn.com/bphoto/rJfeIhFRNWQXdw2z65F3XA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/JO4Yr1_C1l3_ymnxTkX5vA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/4X2CueAGzcVyGWex71wq6g/o.jpg,","Golf Lessons,Golf,Golf Equipment,",Las Vegas,89183
Advanced Medical Weight Loss and Wellness Centers,fitness,"We have all weight loss programs with guaranteed results in writing. Over 20 years in business.Also available Fat burner weight loss shots,B vitamin shots, testosterone therapy, and well checks.",,(702) 897-9797,"1450 W Horizon Ridge Pkwy Ste B313 Henderson, NV 89012 ","https://s3-media1.fl.yelpcdn.com/bphoto/T1lnGTpClOoZCW9PxO9XzQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/EgjpOc-h_IokHZegescAWQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/0gaP0Wqtnw1eZuPkvQyHcQ/o.jpg,","Nutritionists,Specialty Food,Health Coach,",Henderson,89012
Advanced Family Medicine,fitness,,advancedfamilymed.com,(702) 489-4500,"2649 Wigwam Pkwy Ste 100 Henderson, NV 89074 ","https://s3-media3.fl.yelpcdn.com/bphoto/G0Z9T4HLm6Hp1QHDPhSO3w/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Yr6reanLQAzPUYGM6L6_cQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/rhH4GIJwAIU0Eu1NXWBCTw/o.jpg,","Family Practice,Weight Loss Centers,Medical Spas,",Henderson,89074
PGA TOUR Superstore - Summerlin,fitness,"""Inspire people to play their best and grow the game"". For us, that's more than just a mission statement. It's an underlying principle that sits at the foundation of our company. We take pride in having the knowledge, passion, depth of assortment and experience to inspire golfers and tennis players everywhere to play better, have more fun and grow the game. With a company culture rooted in providing first-class experiences through expert advice and services, it's our goal to share that passion to help inspire new generations of golfers and tennis players and help lay the groundwork for a brighter future.",pgatoursuperstore.com,(725) 867-6700,"2315 Summa Dr Las Vegas, NV 89135 ","https://s3-media2.fl.yelpcdn.com/bphoto/ZLZiq7AR187_Sq-Uptxexg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ZqC8B5RKHCPdfSY5a5GUeQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/pDT577Nf53tpRLggdFbSEQ/o.jpg,","Golf Equipment,Golf Lessons,",Las Vegas,89135
Family Martial Arts,fitness,"Children's and adults martial arts classes. 
Anti bully programs. 
Confidence building. 
Creating respectful and disciplined leaders in life.",hendersonmartialarts.com,(702) 567-5425,"75 E Horizon Ridge Pkwy Ste 100 Henderson, NV 89002 ","https://s3-media3.fl.yelpcdn.com/bphoto/TmTk_WBqHhXqiR5Pb3D2Aw/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/1THUPQqYYmd1MN5Dzy7jJg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/vXHCF6OSKWSd98VtcvmDUg/o.jpg,","Martial Arts,",Henderson,89002
The Club at Sunrise,fitness,"Delivering a unique and affordable Las Vegas golfing experience
Driving Range 
Non - Resident Rates
Clark County Resident Rates
Golf Tournaments 
Best Greens in the Valley

#bestbreensinthevalley",theclubatsunrise.com,(702) 207-7501,"5483 Club House Dr Las Vegas, NV 89142 ","https://s3-media1.fl.yelpcdn.com/bphoto/OwszA8ChhT2AThZUhUZ4lg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/xl9x9u2-4s_jgoyb7aX39g/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/TYGU_jRGjk25SReG8A8cVA/o.jpg,","Golf,Golf Lessons,Sports Bars,",Las Vegas,89142
SafeSplash Swim School - Las Vegas Henderson,fitness,"At SafeSplash, we believe swimming is a life skill®.  Therefore, we approach each one of our swim lessons with great skill, care, passion and individual attention.  When learning at SafeSplash, every student gets the benefit of a curriculum that has been tested and proven over 4.5 million times in our schools throughout the country. In addition, each student gets the benefit of learning a curriculum that has been designed with the help of Olympic Champion and professional swimmer, Missy Franklin.  Missy is a key member of our team and works with us to constantly develop and refine our curriculum to be the best in the industry. 

The SafeSplash teaching philosophy is based on four core components:

  - Progressive curriculum focused on water safety, swimming basics and the four core swimming strokes

  - SafeSplash Certified® instructors

  - The SafeSplash Match® - our commitment to match our teaching style to the needs of the student

  - Splash-N-Tell®",safesplash.com/locations/las-v…,(702) 600-0992,"2556 Wigwam Pkwy Henderson, NV 89074 ","https://s3-media1.fl.yelpcdn.com/bphoto/GZPzy4SnWwGGDdET-feGCQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/KTCKxRQUl9vj68Mvd4GGQw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/7NjDaUwpqk2wtaTW9Dsn2g/o.jpg,","Swimming Lessons/Schools,",Henderson,89074
Rico's Martial Arts,fitness,Our kids martial arts program teaches kids how to focus in a fun but disciplined environment. Parents can take our fitness kickboxing while children learn to be their best at karate!,ricosmartialarts.com,(702) 614-9805,"10880 S Eastern Ave Henderson, NV 89052 ","https://s3-media4.fl.yelpcdn.com/bphoto/JPN_xYfXBSI80SXzvImmsw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/8Md9ozZY1BZ7eChVro-c-g/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/G2UBAUZvLmJlZNDwX7Dkvw/o.jpg,","Martial Arts,Summer Camps,",Henderson,89052
Kristin Sunderhaft Golf Instruction,fitness,"Great passion to teach all levels that want to learn and improve this great game of golf, for a lifetime!",KristinSunderhaft.com,(702) 338-9033,"2600 Hampton Rd Henderson, NV 89052 ","https://s3-media4.fl.yelpcdn.com/bphoto/ggFuqLV9Lwl_KEckxYDMgw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/U9rozrLxy6rzsI2DE1iMiQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/Y5zkKoDRrqp9tnKEsmbehA/o.jpg,","Golf Lessons,",Henderson,89052
GOLFTEC Spring Valley,fitness,"At GOLFTEC,  we use proprietary technology to give customized golf lessons and club fittings that help our students play better golf.",golftec.com/golf-lessons/las-v…,(702) 727-3210,"6255 S Durango Dr Ste 111 & 112 Las Vegas, NV 89113 ","https://s3-media2.fl.yelpcdn.com/bphoto/AtDw60ikIEpyrjWo6Qndzw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/g7MOt9NKey-oCAaKFGO-8A/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/DbDboT7uytUwkNjxU3qpow/o.jpg,","Golf Lessons,Golf,",Las Vegas,89113
All Star Swim Academy,fitness,"All Star Swim Academy offers quality classes at affordable rates. Private lessons, group lessons, and parent and me lessons are all available. Technique is highly emphasized from the very beginning, so that your child learns the right way right from the beginning, without developing any poor habits. The quality of the lessons is truly what sets our program apart from all other programs in the Las Vegas/Henderson valley. All Star Swim Academy is your top choice when it comes to aquatics. Call today to book your child's lessons!",allstarswimacademy.com,(702) 565-3824,"10907 S Eastern Ave Ste 100 Henderson, NV 89052 ","https://s3-media3.fl.yelpcdn.com/bphoto/RPU6IiV7VJxByTtyoV2tkg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/Oft-89HWWvSn-5Sh_4lVMA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/pOEtg5s-rJk6u6TlW5ddSQ/o.jpg,","Swimming Lessons/Schools,",Henderson,89052
GOLFTEC Henderson,fitness,,golftec.com,(702) 834-6370,"1570 W Horizon Ridge Pkwy Ste 100 Henderson, NV 89012 ","https://s3-media4.fl.yelpcdn.com/bphoto/CW2ArI23DGKAxbCuNyoWOw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/7RpD5Q5o0Df3lqNFK9wiNQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/kjJK9o1unSxK-dquYOps0A/o.jpg,","Golf,Golf Equipment,Golf Lessons,",Henderson,89012
Golf Galaxy,fitness,,stores.golfgalaxy.com,(702) 436-1362,"561 N Stephanie St Henderson, NV 89014 ","https://s3-media3.fl.yelpcdn.com/bphoto/072vI5rPNi0ivn9xtBL66w/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/wacxEU1WhJq5O1YEhJmAsA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/lzIf85Z6-pSHnIDnFE-Ltg/o.jpg,","Golf Equipment,Golf Lessons,",Henderson,89014
Quick Weight Loss and Skin Care Rx,fitness,"Enhance your appearance and contour the body without the recovery, downtime and expense of surgeries or other aggressive treatments. Loose Weight with our signature treatment called,
""The Muffin Buster.""

Our facilities offers a full range of effective, non-surgical facials and body applications. Skin care is more than a facial, it's a program which enhances appearance for a healthier life.

We are highly trained and know the importance of developing good skin care habits for all skin types and ethnicities, including Caucasian, Asian, African American, and Hispanic. During our initial consultation we allow ample time to consider patient concerns and goals.

Weight loss, laser hair removal, laser skin rejuvenation, chemical peels, and microdermabrasion.",beautyhasaname.com,(702) 568-7546,"1990 Village Center Circle Suite 9 Las Vegas, NV 89134 ","https://s3-media2.fl.yelpcdn.com/bphoto/oA1RY1IarvNWmfd9V1nkig/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/XJ6Dks0J3UxjBikgTnz-pg/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/t1BbN_eXoSBhlhWU0xgqEg/o.jpg,","Medical Spas,Weight Loss Centers,Skin Care,",Las Vegas,89134
Karis Academy,education,"Karis Language Academy is a one-of-a-kind learning center that offers foreign languages in Mandarin Chinese, Korean, English as a Second Language (ESL) and English Enrichment.

At Karis Language Academy, we believe that all kids love to learn! We create a fun and immersive learning environment that motivates children to learn by building on their natural interests.

We know that every child is unique! We keep our class sizes small so that teachers can provide interactive and individual attention to each student and consistent feedback to parents. We also provide personalized tutoring with lessons to meet your specific needs.",karisacademy.com,(949) 229-5880,"880 Roosevelt Ste 210 Irvine, CA 92620 ","https://s3-media3.fl.yelpcdn.com/bphoto/B_0eArTivLjzVp1SEoiZzg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/CAY8g_2IRglrek6-gPpc-A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/DcDCgSDv-9inJGLtxNlxYg/o.jpg,","Language Schools,Tutoring Centers,",Irvine,92620
Bridges Reading and Writing Institute,education,"Our highest goal as a tutoring organization is to bring back to children the JOY of reading and writing.  We specialize in transforming the stress of learning to read and write into something the student genuinely enjoys.  Not only are we experts in all the current trends and contemporary methods of teaching reading and writing, but, more importantly, we know how to use those teaching methods to help any student develop a genuine and unique joy for reading and writing.  Everyone has different likes and dislikes.  Our curriculum can translate your child's unique likes into the reading and writing process.  Our two hour sessions have a warm, welcoming and comfortable setting.  By ensuring that the students have the same teacher and the same group of two to four students at every session, a real bond and trust is developed between the students and teacher.  Students feel at ease to be themselves, make mistakes and ask questions.",brwi.org,(949) 651-1075,"16470 Bake Pkwy Ste 100 Irvine, CA 92618 ","https://s3-media3.fl.yelpcdn.com/bphoto/GTIRCOhrJx8O8lHLOcUWrw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/vccPmzYnY7pmLFDFcEGkog/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/AagM2YPFWSe8z8y6TUShRA/o.jpg,","Tutoring Centers,Specialty Schools,",Irvine,92618
