Business Name,Category,About the Business,Website,Phone number,Address,Pictures,Category Title,City,ZipCode
Dr. Johanna Youner DPM FACFAS,Active Life,"At Park Avenue Podiatry Center, we want patients to know that they don't have to accept pain in their feet, ankles and lower extremities. Johanna Youner, DPM Board-Certified offers comprehensive care for all patients with specialties in diabetic and geriatric care. We believe in spending the time with each patient to understand their individual foot and ankle concerns and then using the latest, most advanced modes of treatment, such as laser therapy and homeopathic injection therapy to restore foot function fully and quickly. From the commonplace to the complicated, we treat all types of foot and ankle disorders, including Achilles pain, sweaty feet, fungal toenails, warts, flatfeet, chronic weak ankles, bunions, hammertoes, corns, calluses, plantar fasciitis, arthritis, fractures and other injuries and more. At Park Avenue Podiatry Center, we're not just interested in relieving your symptoms, we want to help correct your foot issues for long term podiatric health. Through biomechanical analysis of your feet, 3D scans and casts, our podiatrists can create custom orthotics to wear in your shoes to adjust your walking pattern and correct faulty foot structure. Dr Youner will use both medical and surgical methods to get you back on your feet and living the active life you love. We hope you'll make an appointment at our conveniently located Park Ave. South office the next time you or a member of your family needs top quality podiatric health care.",parkavenuepodiatrycenter.com,(212) 683-7757,"40 Park Ave Office 5 New York, NY 10016 ",,"Podiatrists,",New York,10016
Lift Next Level Floats,Active Life,"We are the East Coast's premier sensory deprivation / floatation therapy operator with centers in Brooklyn and Huntington. In Brooklyn we offer five state-of-the art float tanks, each in its own private suite with shower. Our tanks are filled with approximately 250 gallons of water and 1000 pounds of Epsom salt, allowing you to float effortlessly. The water is heated to skin temperature, and the tanks are lightproof and soundproof inside. With most sensory inputs eliminated and your body freed from gravity, you can easily experience deep relaxation.

Once you have taken your personal trip into the void, continue your journey toward ultimate relaxation in our decompression lounge where you can get comfortable with a cup of tea and a book from our library, or simply sit back and reflect on your experience.

At Lift / Next Level Floats, we've got something for your mind, your body, and your soul. But don't take our word for it--come and see for yourself!",liftfloats.com,(718) 701-0808,"320 Court St Fl 2 Brooklyn, NY 11231 ","https://s3-media2.fl.yelpcdn.com/bphoto/Buv6tkYvdseXY3GABRvwVQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/Z9NbBGtOD0pOl8lqUHDSuQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/QUAwGyRf6OO8xAkP052-LA/o.jpg,","Float Spa,",Brooklyn,11231
Statue of Liberty,Active Life,Established in 1886.,nps.gov/stli/index.htm,(212) 363-3200,"1 Liberty Island New York, NY 10004 ","https://s3-media1.fl.yelpcdn.com/bphoto/Kj5fVc2-q9gShuuQJYxNIQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/X0xh8H3TWCGeJ9Qsyq-O1Q/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/9glDYmMwnnlqFEAsut8T3g/o.jpg,","Landmarks & Historical Buildings,",New York,10004
BKC,Active Life,"BKC is a learning-focused creative community dedicated to providing smart, no-nonsense classes and programming in photography and multi-media visual storytelling. We are passionate about opening new doors and discovering a new passion. Learn a new skill like harnessing light for portraits, develop your post-production abilities, or experiment and find your vision. Whatever it is you're looking for, we're here to help you get started. 

Get inspired. Stay motivated. #NeverStopLearning.",wearebkc.com,(718) 362-2394,"736 Bushwick Ave Brooklyn, NY 11221 ","https://s3-media3.fl.yelpcdn.com/bphoto/Ud8Hqpj9TGzIU52zL7uhog/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/VKmrfaZXms8frZGxGoGLkw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/1zhRzyxd9quHskdqWHvVdw/o.jpg,","Adult Education,Photography Stores & Services,Photography Classes,",Brooklyn,11221
Healing Family Chiropractic,Active Life,"Dr. Jasmine Joseph Healing Family Chiropractic:
Serving Families, Pregnant Women, Children, Infants and Adults.

Pediatric chiropractic checkups ensure that your child's frame and neurological system are functioning optimally for health and development. For infants and young children specifically this can assist with issues such as difficulty breastfeeding, colic, irritability, chronic ear infections, difficulty crawling or walking, developmental delays and sensory issues.

Dr. Jasmine is certified in Webster Technique which is a gentle and specific chiropractic sacral analysis and diversified adjustment. Balancing the pelvic bones and uterine ligaments encourages proper tone to the uterus, giving baby a better opportunity to find their optimal position. This can help pregnant women alleviate back pain, pubic symphysis pain, neck pain, numbness and tingling, sciatic pain, discomfort in arms and legs, headaches, round ligament pain, difficulty sleeping, anxiety and irritability.",healingfamilychiropractic.com,(718) 734-2410,"71 8th Ave Brooklyn, NY 11217 ","https://s3-media3.fl.yelpcdn.com/bphoto/APVwGA3uTr3W1CkCAFGo-A/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/1TX2OQVg35GDI2FfRMeulw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/HnguOGhcccuJn002u5Xdow/o.jpg,","Chiropractors,",Brooklyn,11217
House Call Vet NYC,Active Life,"Veterinary house calls specializing in acupuncture (internationally certified), rehabilitation, compassionate end-of-life care, euthanasia, travel certificates, wellness. 

We often work as part of a multidisciplinary team of veterinary specialiststo ensure your pet receives a spectrum of complementary treatments.",housecallvetnyc.com,(212) 465-1667,"New York, NY 10019 ","https://s3-media2.fl.yelpcdn.com/bphoto/n-b_g7YlEM1S6KreRg_KkQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/T-j3fSWRNF228rXbvxjULA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/8MVlkYEm_4wKaGVcH19ONg/o.jpg,","Veterinarians,Acupuncture,",New York,10019
Active Life Chiropractic,Active Life,"Our office provides same-day no-wait appointments. Dr. Shaub brings 19 years of clinical experience to his patients and utilizes the most advanced techniques to resolve pain quickly, and to return his patients back to enjoying their favorite activities. He also utilizes the most sought after soft tissue techniques for athletic injury and performance such as Graston and ART. Make your appointment today!",chiropractormidtown.nyc,(917) 624-0886,"545 5th Ave Ste 818 New York, NY 10017 ","https://s3-media1.fl.yelpcdn.com/bphoto/kIJwqinUtKc0z6SqOH24AA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/9Kmmx4zcDi-4NWKK2IKyew/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/Ju_3wBOc_YTv9G5xEAjgNQ/o.jpg,","Chiropractors,Physical Therapy,",New York,10017
Center for Spine Care and Mobility,Active Life,"We are an integrated Chiropractic, Physical Therapy, Acupuncture, Massage, and Sports Medicine rehabilitation facility.",cscmgroup.com,(212) 475-8104,"915 Broadway Ste 1106 New York, NY 10010 ","https://s3-media2.fl.yelpcdn.com/bphoto/y9zcNOICkae6SnObp7fdRQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/pwZ2TfgwTEYd3731FRypxQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/QP5DhRRyHwi3gfL3Nb28uw/o.jpg,","Physical Therapy,Chiropractors,Massage Therapy,",New York,10010
Rockefeller Health & Medical,Active Life,"The Premier Manhattan Chiropractic Center

""Chiropractic - Sports Medicine - Massage Therapy - Physical Therapy - Acupuncture""

Rockefeller Health &amp; Medical provides a safe and natural solution to back pain, neck pain, headaches, sports injuries and work related aches, pains, and stress, in order to improve your health and lifestyle, without having to rely on prescriptions, injections, or surgery to relieve your pain.

We don't just treat conditions, we treat people. By carefully considering your individual needs and addressing the underlying cause of the problem, our aim is to provide relief that helps you feel well now and in the future.

Centrally located to 10017, 10019",rockefellerhealthmedical.com,(212) 388-5050,"22 W 48th St Ste 705 New York, NY 10036 ","https://s3-media3.fl.yelpcdn.com/bphoto/Ok53AzTkglxXUipCDOPllw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/kkMn3fKfZ5t3yFUzkLqv_Q/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/zaUgFDcbOhH91zi1Dixdqg/o.jpg,","Chiropractors,Physical Therapy,Acupuncture,",New York,10036
Scott's Pizza Tours,Active Life,We run both public and private tours of New York's historic pizza culture by bus and on foot.,scottspizzatours.com,,"New York, NY 10001 ","https://s3-media3.fl.yelpcdn.com/bphoto/nhfA9SXPjeX9H4KfjTcn9w/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/4bwwZjFCM6C-FIz9ClBing/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/l1uzeD7JVMDw-HcMAMItUQ/o.jpg,","Pizza,Food Tours,Walking Tours,",New York,10001
"Jonathan Leung, DO",Active Life,,csleungrehab.com,(212) 431-4333,"19 Bowery Fl 2 Cs Leung Rehabilitation Medicine New York, NY 10002 ",,"Acupuncture,",New York,10002
Didner Acupuncture,Active Life,,didneracupuncture.com,(347) 233-0513,"132 E 22nd St P2 New York, NY 10010 ","https://s3-media1.fl.yelpcdn.com/bphoto/GJMJi4uK6WEagkR2vHUjrg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/UFxI2c8ykqs93nEnbwd7yg/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/1dLohctg45ZqnN5xzDQLzA/o.jpg,","Acupuncture,",New York,10010
"Westside Physical Medicine & Rehabilitation, PC",Active Life,"Manhattan Sports Medicine is a group of physicians, chiropractors and therapists dedicated to helping New Yorkers lead physically dynamic lives, free from pain. Whether you are a top performing athlete or an individual seeking a more active, pain-free life lifestyle, Manhattan Sports Medicine comes to your aid with decades of expertise in a varied range of methodologies. The physicians and practitioners at Manhattan Sports Medicine employ orthopedics, physical therapy, chiropractic, acupuncture and medical massage therapy to treat dozens of movement issues stemming from neurological and musculoskeletal ailments. From simple mobility issues to chronic and complex conditions, Manhattan Sports Medicine is centered on your needs. Manhattan Sports Medicine's physicians, therapists and practitioners all believe that lasting success requires treating the whole patient. Based on attentive consultation and thoughtful diagnosis, your course of treatment addresses your unique symptoms and their sometimes multiple, underlying causes. Equally important is the belief that early diagnosis and instant treatment are crucial to preventing further injury, reducing chronic pain, and avoiding depression and drug dependency.",MSMWellness.com,(212) 262-7246,"244 West 54th St Ste 1002 New York, NY 10019 ","https://s3-media3.fl.yelpcdn.com/bphoto/XaJv8KsYIvKJkwmbRlQp4g/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/WGDfRUBF41OwzBc4206exA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/J7d-VVAj44nm_VlV3nHrhw/o.jpg,","Physical Therapy,Chiropractors,Acupuncture,",New York,10019
New York Public Library,Active Life,,nypl.org,(212) 340-0863,"455 Fifth Ave New York, NY 10016 ","https://s3-media2.fl.yelpcdn.com/bphoto/3OM8z1uEx_2G0UNROSWHgQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/vs8LybayJSx0u8_WpEgIfw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/oUOM0Y-sfZvVBKqBmrJZRw/o.jpg,","Libraries,",New York,10016
JAG-ONE Physical Therapy,Active Life,"Welcome to the Jersey City JAG-ONE Physical Therapy clinic. We are a comprehensive outpatient physical and occupational therapy company which provides rehabilitative care for general orthopedic, sports and soft tissue injuries, Workers' Compensation cases, and Medicare patients. Our physical therapists, athletic trainers and exercise physiologists at the Jersey City Physical Therapy clinic are invested in your full recovery.",jagonept.com,(551) 230-8144,"323 Marin Blvd Jersey City, NJ 07302 ","https://s3-media4.fl.yelpcdn.com/bphoto/SD6QeJ6-x-DuEK8EHM-8Qw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/iqkAHBQcJCidcT92fXEL0w/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/QvGI9z7LhQs05mWuXMLjZA/o.jpg,","Physical Therapy,Sports Medicine,",Jersey City,07302
Gotham Writers Workshop,Active Life,"Gotham Writers Workshop is a creative home in New York City and Online where writers develop their craft and come together in the spirit of discovery and fellowship. We've been teaching creative writing to students since 1993.

Learn more at gothamwriters.com or call us at 212-974-8377",writingclasses.com,(212) 974-8377,"555 8th Ave Ste 1402 New York, NY 10018 ","https://s3-media3.fl.yelpcdn.com/bphoto/W8jfygN1kpvbH7XmczcHtw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/qDH-qAXwlj4MoHohhba_zQ/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/wgmGsjyEqMghnTodoDG3YQ/o.jpg,","Specialty Schools,",New York,10018
209 NYC Dental,Active Life,"Welcome to 209 NYC Dental! Nestled in the heart of the Midtown NYC, we are the oldest continuing dental practice in New York State. Established in 1887, we have a legacy of excellence, a sense of responsibility for our patients and bragging rights as one of the best places to take care of your teeth. All with good reason: at 209 NYC Dental, we treat people, not teeth.
209 NYC Dental can handle all of your dental needs right here in NYC, from routine cleanings, to dental implants, from whitening to more advanced cosmetic dentistry, we are the best.
One of our most important services we offer is also the most routine. A routine hygiene appointment with us is not just a regular dental cleaning in NYC. Regular appointments with one of our highly skilled, knowledgeable and dedicated dental hygienists will help you achieve and maintain optimal oral health. These New York State-licensed dental professionals are specially trained in preventive dental care, to keep your mouth healthy and happy. No matter how complicated your dental care has been, from simple fillings or crowns&nbsp;to implants and cosmetic surgery, our hygienist can help you maintain the new restorations for years and years to come. Our hygienists, like everyone in our practice, are dedicated to continuing education at the highest level...",209nycdental.com,(347) 467-4226,"209 E 56th St Fl 1 New York, NY 10022 ","https://s3-media2.fl.yelpcdn.com/bphoto/r-fcjx9ktYia1llLecZzzw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/WPUnHse0BT2CBPi5O4sylQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/ICitUMQnXrMtnvoHfaI2pg/o.jpg,","Cosmetic Dentists,General Dentistry,Periodontists,",New York,10022
Activa Physical Therapy,Active Life,"At ActiVa Physical therapy our job is to return you to your previous level of function prior to your injury. This is done through therapeutic exercise and activities, education and modalities such as heat, ice, ultrasound and electrical muscle stimulation.
 ActiVa Physical Therapy specializes in the rehabilitation of post operative orthopedic surgical procedures, neck and back pain from Disc herniation or Spinal Stenosis, sprains and strains of joints and muscles.
ActiVa Physical Therapy provides ergonomic and postural correction and relief from the pain of plantar fascitis and heel spurs.",activaphysicaltherapy.com,(212) 252-1595,"35 E 35th St Ste 1L New York, NY 10016 ","https://s3-media2.fl.yelpcdn.com/bphoto/5PKBrqn14tc_2HxmqyoGlw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/eLYwc2w4eBgFpAuhy_9C2A/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/pzF6bHrD4PoauYJs74Oa9w/o.jpg,","Physical Therapy,",New York,10016
Savvy Girl Massage,Active Life,"Women Only

Therapeutic massages
Appointment are made online at savvygirlmassage.com
No phone appointments
Inquires are to sent to wmrecon@yahoo.com",savvygirlmassage.com,(347) 512-4661,"273 W 140th St Apt 4A New York, NY 10030 ","https://s3-media4.fl.yelpcdn.com/bphoto/jwY0ojGJC9NLTzpcOcUigQ/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/Cxv9DCRBDF4CklQ6ipA9-g/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/R6O6AwpFZx7BUA6kR-j-Kg/o.jpg,","Massage Therapy,",New York,10030
Dr. Carey Skorski,Active Life,"We look to restore your body's ability to regulate &amp; heal itself without drugs &amp; surgery. In addition to hands-on spinal adjustments, our treatments may include traction (with our state-of-the-art flexion-distraction tables to help with disc problems, scoliosis, and nerve root pain), electrical muscle stimulation to relax tight muscles, ultrasound to reduce inflammation &amp; promote healing, and hydraulic resistance exercise equipment to tone up muscles. We also make custom orthotics. Our office has a licensed massage therapist on staff.  

By consulting our office you're taking an exciting first step toward better health. Traditional health care focuses on germs and symptoms, while chiropractic care produces results by helping your nervous system work the way it should to improve your health.. Our examination includes assessing joint motion and how it effects your nervous system and muscles; Digital x-ray, thermography and a 3D laser scan of your feet may also be performed, if indicated.",mybrooklynchiropractor.com,(718) 745-2229,"9408 4th Ave Brooklyn, NY 11209 ","https://s3-media2.fl.yelpcdn.com/bphoto/3suHsKiRI1_s_7KUhMnxIA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/rLDc7_3t06sgnOYdTXMGfw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/ptrmrBR9d0GcrjUzsQ450g/o.jpg,","Chiropractors,Nutritionists,Massage Therapy,",Brooklyn,11209
Ommmango Wellness,Active Life,"Ommmango Wellness is here to support you with your overall well-being! As holistic care providers, we use Acupuncture, essential oil therapeutic massage, reiki to heal and transform lives daily! We provide care for acute and chronic conditions. We treat pain: back, neck, shoulders, knee, hip, headache. We specialize in women's health; GYN, pms, dysmenorrhea, amenorrhea, Fertility, prenatal, postpartum and menopause! There is a strong focus on emotional and physical pain management, stress reduction, auto immune, hypertension, diabetes and digestive disorders. Acupuncture also treats seasonal issues; asthma, allergies. Pediatric care for ADHD, bed wetting and general healthcare. Geriatric conditions with aging and memory issues. Last, All who are in need are welcome!",ommmangowellness.com,(917) 715-7532,"759 Fulton St Fl 2 Brooklyn, NY 11217 ","https://s3-media3.fl.yelpcdn.com/bphoto/paEAe-a88c9TqrWPkJRRXQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/stC3wyPDBq2uaQQjraXRtA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/_nXGyr5_wy3ROEP8oL6kxg/o.jpg,","Massage Therapy,Acupuncture,Reiki,",Brooklyn,11217
Exchange Physical Therapy Group,Active Life,"Exchange Physical Therapy Jersey City is conveniently located at the Exchange Place PATH station in Harborside Financial Center in Jersey City. Exchange Physical Therapy Group is the #1 rated outpatient orthopedic Physical Therapy clinic in Jersey City.  Our team of physical therapists utilize a hands on approach focusing on manual therapy and exercise prescription. Our 1-on-1 patient centered treatment sessions allows our therapists to give the individualized attention needed to create customized treatment programs to correct acute/chronic musculoskeletal dysfunctions.

Featuring the widest range of physical therapy specialties in Jersey City, we offer Pediatric &amp; Children's Physical Therapy, Vestibular Physical Therapy, Women's Health Physical Therapy, Pre &amp; Post Surgical Physical Therapy, Balance &amp; Fall Prevention, Prevention of Injury and Return to Sports programs.

Our experienced and friendly staff will make sure to accommodate your busy schedule and get you back to to a pain free life.  We work with most insurances.  Make your appointment today in Jersey City!",exchangeplacetherapygroup.com,(201) 721-6130,"200 Hudson St Ste 127 Jersey City, NJ 07302 ","https://s3-media4.fl.yelpcdn.com/bphoto/wiA6OUORC3l68Qr6go8tvw/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/tb7FtTG8HoH2JtOlw7DhCA/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/fOfxwxF-59DdDbeBg1I_XQ/o.jpg,","Physical Therapy,Sports Medicine,Rehabilitation Center,",Jersey City,07302
Hackensack Meridian Health Palisades Physical Therapy,Active Life,"Physical therapy is the use of exercise and other physical and manual techniques to treat pain, injury, dysfunction, and recovery from surgery. Physical therapy helps you not only to get better, but also to live a more active and pain free life as we will teach you healthy habits that will help you to avoid pain and maximize function.

Physical therapy works because we not only help you to expertly manage your recovery, but we also help to restore the normal mechanics and function of your joints and body systems. Our treatment techniques include strengthening, stretching, and neuromuscular re-education, as well as core, stability, balance, gait, and functional mobility training. 

We also specialize in Vestibular Rehabilitation for those with dizziness and imbalance.",palisadesmedical.org/services/…,(201) 520-1900,"42 City Pl Edgewater, NJ 07020 ","https://s3-media1.fl.yelpcdn.com/bphoto/bnfvcH-83GHEUGBTaCNs1Q/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/0240Oyn6v6o5sdDFyY6S1g/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/V6P0um-J9IocXqj2_JnMkA/o.jpg,","Physical Therapy,Sports Medicine,Rehabilitation Center,",Edgewater,07020
New York City,Active Life,,,,"New York, NY 10035 ","https://s3-media1.fl.yelpcdn.com/bphoto/XJa8hGcDMFWH0A9xfxFn8Q/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/jRt23M5KRokjgc1qvpM08g/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/P7mFz2PLO6qYTcRZo87obw/o.jpg,","Local Flavor,",New York,10035
Systematic Healing,Active Life,"We are a healing practice that supports optimal wellness for those with chronic &amp;/or complex health challenges.  We use natural and holistic methods such as nutritional supplements, biomagnetism, and mind-body-spirit methods to support overcoming challenges such as Lyme Disease (and co-infections), long haul COVID-19 symptoms, chronic fatigue, Epstein Barr Virus.

We often successfully help those whose medical studies don't match their symptoms, who are physically &amp;/or psychically sensitive, and who resonate with alternative healing.",systematichealing.com,,"41 Union Square W New York, NY 10003 ","https://s3-media3.fl.yelpcdn.com/bphoto/fGlK8JU9nAy2BlKvy5hfBw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/ujPnzywmV52fy3aeKcQZZA/o.jpg,","Naturopathic/Holistic,",New York,10003
Tee Acupuncture,Active Life,"Welcome to Tee Acupuncture.  We have our clinic office located in Brooklyn Heights. Most health insurances are accepted including United Healthcare, Empire Plan/ NYSHIP, Cigna, Blue Cross Blue Shield, Healthfirst, Oscar Health, Aetna, etc.  Our clinic provides Traditional Chinese Medicine healthcare and acupuncture treatment services to you.  We are committed to improving the quality of your health and helping you move forward with your lifestyle.  We respect your privacy and strive to provide you a comfortable and welcoming treatment environment.  We are professional, honest and caring. 

Acupuncture has been proven effectively and recognized by the World Health Organization (WHO) and National Institute of Health (NIH).  We've treated patients for musculoskeletal pain management, seasonal allergies, headaches &amp; migraines, insomnia &amp; sleep disorders, neurological symptoms such as tingling, numbness and muscle weakness, stress, depression and anxiety, gastrointestinal and digestive functions, men's health and women's gynecological conditions.",teeacupuncture.com,(347) 460-7234,"110 Remsen St Ste 1C Brooklyn, NY 11201 ","https://s3-media1.fl.yelpcdn.com/bphoto/5jnW1CUyv9XIPJvSjY1hcA/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/PObPuBGTz-TwCC8Fz5P9rw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/1-pxoubjsxQzKByeM8xwvg/o.jpg,","Acupuncture,Traditional Chinese Medicine,",Brooklyn,11201
God's Love We Deliver,Active Life,"The mission of God's Love We Deliver is to improve the health and well-being of men, women and children living with HIV/AIDS, cancer and other serious illnesses by alleviating hunger and malnutrition. We prepare and deliver nutritious, high-quality meals to people who, because of their illness, are unable to provide or prepare meals for themselves. We also provide illness-specific nutrition education and counseling to our clients, families, care providers and other service organizations.

All of our services are provided free of charge without regard to income.",godslovewedeliver.org,(212) 294-8100,"166 Ave Of The Americas New York, NY 10013 ","https://s3-media2.fl.yelpcdn.com/bphoto/2NKoEV3b4PsjBpTgyztLFw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/IAqkCLGebyX5xB2wpOGKrQ/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/nYhFyiWya_Od0R47Qgkebw/o.jpg,","Community Service/Non-Profit,",New York,10013
Spanish Harlem,Active Life,,,,"1st & 110th New York, NY 10029 ","https://s3-media4.fl.yelpcdn.com/bphoto/21rj27242LhhUoO3Qy7e-g/o.jpg,https://s3-media3.fl.yelpcdn.com/bphoto/l2UHKH0oht4h5V5SZcHLJw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/g1E3O1HFm33_Pd2wetUKZA/o.jpg,","Local Flavor,",New York,10029
Pico Family Chiropractic Center,Active Life,"Our practice provides safe, gentle and effective care. Patients come to us who have been suffering with spinal problems for years and get well. We care for pre/post natal patients including children for over 25 years and help with many common conditions including neck and back pain, sciatica, disc conditions, headaches, carpal tunnel syndrome, TMJ disorder and scoliosis thru specific subluxation correction.",drpico.com,(212) 765-1333,"162 W 56th St Ste 205 New York, NY 10019 ","https://s3-media2.fl.yelpcdn.com/bphoto/CKHF0176hhiDgzihJdTtqA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/HhQnWhU4z5MydIGhGOumiA/o.jpg,https://s3-media4.fl.yelpcdn.com/bphoto/ACtyMn6B1p2Ow2XvpHGKYA/o.jpg,","Chiropractors,",New York,10019
MaxWell Medical,Active Life,"Sports Medicine - Physical Therapy - Chiropractic Care - Acupuncture - Medical Massage Therapy

We offer same day appointments, on-site diagnostic testing, and have a no-wait policy. Our treatments are gentle, effective and individualized. We accept assignment of benefits for most insurances, which means we'll take care of all the confusing billing and paperwork for you - so you can just focus on healing.

Maxwell Medical is an oasis from the concrete jungle, a refuge from the hustle-bustle of New York City. Our licensed, professional staff understands your needs and possesses the tools to address them. With collectively over seventy years of experience in medicine, physical therapy, chiropractic care, medical massage therapy and alternative healing, our unique multidisciplinary approach is a thorough solution to your aches and pains. Our expert team of specialists work synergistically with one another and regularly shares clinical information and progress - so we are always working towards helping you both feel and function better.",maxwellmed.com,(212) 952-9355,"111 Broadway Ste 503 New York, NY 10006 ","https://s3-media3.fl.yelpcdn.com/bphoto/Y5QcrvO97Wqn4H8R2aZTdw/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/FMTdnyBaEoH3JLvFWyFmTA/o.jpg,https://s3-media1.fl.yelpcdn.com/bphoto/aAOBVHoYEGkztdXsbLXYNg/o.jpg,","Chiropractors,Physical Therapy,Acupuncture,",New York,10006
Cynergy Physical Therapy - Midtown East,Active Life,"We specialize in getting you back on your feet. Your healing is our mission. 

Whether you are an endurance athlete, recreational, competitive athlete, or injured from an accident our unparalleled patient services allow mutual respect + care to foster relationships. As a team, we strive to meet + exceed your individualized goals. Our therapists engage in the latest research treatments through continuing education in our state of the art clinic with the latest equipment + technology. 

Cynergy offers 1-on-1 Manual Therapy for you. Every visit. Every time. 

Melissa Lam                             PT, DPT, SFMA 
*Certified: Selective Functional Movement Assessment     

Cynthia Gormezano                 PT, MPT                                

Alexis Allmaier                          PT, DPT

Gabrielle Schneider                 PT, DPT, FRCms, SFMA
*Certified: Functional Range Conditioning 
*Certified: Selective Functional Movement Assessment 
*Certified: Active Release Technique

Within Cynergy East, we offer: Cynergy Upper Extremity + Occupational Therapy.
Cynergy UE, specializes treating all complex upper extremity injuries involving: Shoulder, Elbow, Wrist, Hand, + Finger. 

 On-Site Splinting, Wound care, + provide 1-on-1 sessions, within a positive healing envirnoment + compassionate care for your advanced healing. 

Christine M. Rodriguez            Director UE Cynergy 
MS, OTR/L, CHT, CLT-UE
**Certified Hand Therapist 

Erin Klimkowski    MS, OTR/L",cynergypt.com,(212) 980-2963,"485 Madison Ave Fl 8 New York, NY 10022 ","https://s3-media2.fl.yelpcdn.com/bphoto/xL8qOSG50dkIDDcwtJkaOw/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/5xz8Uun-qTjQ_mRAlKjojg/o.jpg,https://s3-media2.fl.yelpcdn.com/bphoto/JtEtslMbYqupUzGkcSmaAg/o.jpg,","Physical Therapy,Occupational Therapy,",New York,10022
"Hilary B Kern, MD",Active Life,"Physical Medicine and Rehabilitation/ Sports Medicine expert practitioner with 17 years of experience.  Specializing in Sports Medicine and Pain Management, patient evaluation, soft tissue/nerve/joint injections, Acupuncture performed by the doctor herself, and EMG/peripheral nerve testing for more accurate diagnosis.
Physical Therapy tx. by a licensed therapist/ Medical Acupuncture, One-on-One treatments in a Spa-like setting.
Integrative and Holistic Care.
We welcome your call (212-686-7229) for a free conversation re. your potential treatments.
  All the best in Health and Prevention,

Hilary B.Kern, M.D.
hilarykernmd.com",drhilarykern.com,(212) 686-7229,"251 Fifth Ave Fl 3 New York, NY 10016 ","https://s3-media1.fl.yelpcdn.com/bphoto/tqdtA_rH1FgmkcpOFEjWmg/o.jpg,","Sports Medicine,Acupuncture,Rehabilitation Center,",New York,10016
Queensboro Physical Therapy,Active Life,,,,"10214 101st Ave Ozone Park, NY 11416 ",,"Physical Therapy,",Ozone Park,11416
